iter	Logloss
181	0.004043419838
182	0.004022112846
183	0.003996281862
184	0.003950407982
185	0.003923161507
186	0.00389333415
187	0.003865273952
188	0.003841802359
189	0.003809615374
190	0.003773446798
191	0.003749498606
192	0.003711318016
193	0.003684697628
194	0.003673254967
195	0.003656495094
196	0.003642102957
197	0.003605732441
198	0.003579566479
199	0.003565037251
200	0.003535843372
201	0.003510646343
202	0.003495682001
203	0.003482655048
204	0.00345878315
205	0.003433418512
206	0.003380717993
207	0.003354132414
208	0.003336326122
209	0.00332610774
210	0.00331663084
211	0.003305033207
212	0.003296980381
213	0.003284399509
214	0.00323738122
215	0.003217857838
216	0.003202198505
217	0.003169905186
218	0.003142937422
219	0.003128922701
220	0.003120628834
221	0.003103854179
222	0.003094568253
223	0.003086933851
224	0.003062817574
225	0.003049585104
226	0.003036710978
227	0.003002496243
228	0.002992427826
229	0.002977089405
230	0.002958849907
231	0.00295265317
232	0.002933316708
233	0.002925325394
234	0.002912769794
235	0.002887430906
236	0.002882652283
237	0.002876856327
238	0.002861862183
239	0.002837234259
240	0.002816726685
241	0.002794133186
242	0.002777177572
243	0.002758607864
244	0.002737130165
245	0.002717653751
246	0.002702970982
247	0.002696071148
248	0.0026828866
249	0.002677568913
250	0.00266830039
251	0.00265160203
252	0.002634013653
253	0.002628225327
254	0.002617774963
255	0.002606482506
256	0.002596618652
257	0.002580175877
258	0.002568537474
259	0.002557281494
260	0.002548213482
261	0.002519233704
262	0.002506618261
263	0.002494561195
264	0.002486018658
265	0.002471400499
266	0.002440036535
267	0.002430172205
268	0.002425514221
269	0.002414576769
270	0.002398187637
271	0.00239465642
272	0.002382716179
273	0.002364672184
274	0.002358232498
275	0.002351602077
276	0.002348184347
277	0.002344161034
278	0.002334369659
279	0.002325283527
280	0.002313547611
281	0.002309408665
282	0.002304155827
283	0.002286706686
284	0.002259988308
285	0.00224723196
286	0.002236141205
287	0.002230599642
288	0.002216465473
289	0.002211688042
290	0.002204161167
291	0.00219433403
292	0.002180882692
293	0.002173535109
294	0.002159022331
295	0.002149740219
296	0.002143868923
297	0.002129920244
298	0.002114032745
299	0.002109758854
300	0.002104387522
301	0.002092444897
302	0.002085865259
303	0.002074031591
304	0.002065410614
305	0.002060712814
306	0.002054698706
307	0.002049187422
308	0.002046671629
309	0.002042999029
310	0.002032355785
311	0.002028555393
312	0.002013224363
313	0.002008737087
314	0.00199363935
315	0.001987948418
316	0.001968688726
317	0.001950356126
318	0.001937605858
319	0.001919562936
320	0.001906114221
321	0.001899722099
322	0.001894961596
323	0.001887023449
324	0.001883268356
325	0.001878921747
326	0.001868198395
327	0.001861240029
328	0.001857210875
329	0.001852438211
330	0.00184691906
331	0.001840692282
332	0.001832861066
333	0.001821917534
334	0.001821913958
335	0.001821006536
336	0.001816307187
337	0.001814375281
338	0.001811566591
339	0.001795434952
340	0.001786775589
341	0.001784162521
342	0.001779940844
343	0.001776342154
344	0.00177543509
345	0.001770988226
346	0.001767816186
347	0.001759957075
348	0.001754768133
349	0.001744110107
350	0.001727535009
351	0.001723359108
352	0.001716298938
353	0.001710430026
354	0.001705083251
355	0.001701802254
356	0.001694277763
357	0.00169115293
358	0.001683228135
359	0.001674418926
360	0.001666161537
361	0.001663259745
362	0.001656160235
363	0.001651957273
364	0.00163830924
365	0.001630798578
366	0.001625719786
367	0.001613071084
368	0.001609886885
369	0.001607863903
370	0.001603934526
371	0.001600450993
372	0.001595659256
373	0.00159292841
374	0.001587055087
375	0.001579259515
376	0.001573963523
377	0.001568062544
378	0.001563084245
379	0.001555428147
380	0.001546297312
381	0.001540894032
382	0.001528436899
383	0.001526124239
384	0.001523718715
385	0.00151707983
386	0.001514842987
387	0.001510660768
388	0.001504210591
389	0.001500688195
390	0.001496939898
391	0.001493153572
392	0.001490762115
393	0.001487751365
394	0.00148491025
395	0.001482336044
396	0.001478510618
397	0.001473072767
398	0.001467882633
399	0.001464156389
400	0.0014592309
401	0.001456177115
402	0.001451684713
403	0.001440083027
404	0.001436275482
405	0.001433758497
406	0.001429679394
407	0.001425994039
408	0.001415800571
409	0.001410847425
410	0.001400285006
411	0.001395196676
412	0.001387585521
413	0.001383304596
414	0.001383313417
415	0.001377230406
416	0.001369851828
417	0.001366658688
418	0.001364911079
419	0.001363183141
420	0.001359153271
421	0.001353736758
422	0.001349109888
423	0.001346228361
424	0.001343591213
425	0.001338343024
426	0.001335202456
427	0.001331260562
428	0.001326078773
429	0.001323520184
430	0.00132240963
431	0.001320153952
432	0.001309941411
433	0.001300581217
434	0.001296616793
435	0.001292816877
436	0.001291684866
437	0.001284791708
438	0.00128288579
439	0.001280773401
440	0.001276594877
441	0.001270312309
442	0.001268262267
443	0.001266270161
444	0.001262405634
445	0.001253916264
446	0.001250159025
447	0.001244101763
448	0.001242123127
449	0.001238658428
450	0.001237995148
451	0.001235012054
452	0.001230850458
453	0.001225267768
454	0.001223526239
455	0.001221925139
456	0.00122125411
457	0.001220684052
458	0.001215246677
459	0.001212647557
460	0.001204245448
461	0.001200306892
462	0.001198004961
463	0.001195386887
464	0.001191702724
465	0.001186301947
466	0.001184619188
467	0.001182924032
468	0.00117802465
469	0.001174608946
470	0.001169055104
471	0.001163934231
472	0.001160582304
473	0.001159160852
474	0.001154474258
475	0.001151221037
476	0.001143765926
477	0.001140575171
478	0.001140134931
479	0.001139968395
480	0.001138378978
481	0.001136042953
482	0.001133563995
483	0.00112512958
484	0.001121284008
485	0.001119115829
486	0.001117668033
487	0.001114863038
488	0.001113353968
489	0.001107031345
490	0.00110406065
491	0.001101158381
492	0.001101155043
493	0.001097356796
494	0.001093414068
495	0.001087536335
496	0.001085295439
497	0.00108528471
498	0.001083779335
499	0.001080881834
